subject,body,text,language,script,code_mixed,transliterated,label,origin_type,template_group
bijli bill disconnection,bijli bill jama nahi hua hai. aaj connection cut ho jayega. abhi pay karein: http://bijli-pay.xyz,"bijli bill disconnection
bijli bill jama nahi hua hai. aaj connection cut ho jayega. abhi pay karein: http://bijli-pay.xyz",hi,latin,False,True,1,augmented_transliteration,rom_hi_phish_02
income tax refund,income tax refund 15000 rupaye manzoor hua hai. claim karne ke liye login karein: http://tax-refund.top,"income tax refund
income tax refund 15000 rupaye manzoor hua hai. claim karne ke liye login karein: http://tax-refund.top",hi,latin,False,True,1,augmented_transliteration,rom_hi_phish_03
gpay fraud alert,apke gpay account me fraud transaction hua hai. turant cancel karein: http://gpay-cancel.site,"gpay fraud alert
apke gpay account me fraud transaction hua hai. turant cancel karein: http://gpay-cancel.site",hi,latin,False,True,1,augmented_transliteration,rom_hi_phish_04
lottery jeet notice,badhai ho! lottery me 10 lakh rupaye jeete hain. lene ke liye otp aur bank details bhejein.,"lottery jeet notice
badhai ho! lottery me 10 lakh rupaye jeete hain. lene ke liye otp aur bank details bhejein.",hi,latin,False,True,1,augmented_transliteration,rom_hi_phish_05
sim band hone ka notice,sim card 24 ghante me band ho jayega. aadhar kyc abhi karein: http://sim-kyc.biz,"sim band hone ka notice
sim card 24 ghante me band ho jayega. aadhar kyc abhi karein: http://sim-kyc.biz",hi,latin,False,True,1,augmented_transliteration,rom_hi_phish_06
salary hold warning,salary hold ho gayi hai. pan aur password verify karein: http://payroll-login.net,"salary hold warning
salary hold ho gayi hai. pan aur password verify karein: http://payroll-login.net",hi,latin,False,True,1,augmented_transliteration,rom_hi_phish_07
credit card block alert,credit card block hone wala hai. turant unblock karein: http://card-unblock.xyz,"credit card block alert
credit card block hone wala hai. turant unblock karein: http://card-unblock.xyz",hi,latin,False,True,1,augmented_transliteration,rom_hi_phish_08
project meeting kal,kal subah 11 baje project meeting hai. sabhi log time par aana.,"project meeting kal
kal subah 11 baje project meeting hai. sabhi log time par aana.",hi,latin,False,True,0,real_curated,legit_rom_hi_01
monthly report review,monthly report attach kar di hai. check karke feedback dena.,"monthly report review
monthly report attach kar di hai. check karke feedback dena.",hi,latin,False,True,0,real_curated,legit_rom_hi_02
holi holiday notice,office holi holiday 25 march ko rahega. sabhi ko shubhkaamnaye.,"holi holiday notice
office holi holiday 25 march ko rahega. sabhi ko shubhkaamnaye.",hi,latin,False,True,0,real_curated,legit_rom_hi_03
health insurance form,health insurance form hr portal par submit karein by friday.,"health insurance form
health insurance form hr portal par submit karein by friday.",hi,latin,False,True,0,real_curated,legit_rom_hi_04
railway booking confirm,train ticket booking confirm ho gayi hai. pnr number message me hai.,"railway booking confirm
train ticket booking confirm ho gayi hai. pnr number message me hai.",hi,latin,False,True,0,real_curated,legit_rom_hi_05
server maintenance notice,server maintenance saturday raat ko 2 ghante chalega.,"server maintenance notice
server maintenance saturday raat ko 2 ghante chalega.",hi,latin,False,True,0,real_curated,legit_rom_hi_06
sbi account block warning,ungal sbi bank account inaiku block aagum. udane kyc verify pannunga: http://sbi-tamil-kyc.in,"sbi account block warning
ungal sbi bank account inaiku block aagum. udane kyc verify pannunga: http://sbi-tamil-kyc.in",ta,latin,False,True,1,augmented_transliteration,rom_ta_phish_01
eb bill cut notice,eb current bill kattala. power cut aaga poguthu. udane kattunga: http://tneb-bill.xyz,"eb bill cut notice
eb current bill kattala. power cut aaga poguthu. udane kattunga: http://tneb-bill.xyz",ta,latin,False,True,1,augmented_transliteration,rom_ta_phish_02
tax refund ready,tax refund 20000 rubai ready. claim panna bank login pannunga: http://tax-refund.top,"tax refund ready
tax refund 20000 rubai ready. claim panna bank login pannunga: http://tax-refund.top",ta,latin,False,True,1,augmented_transliteration,rom_ta_phish_03
gpay security alert,gpay la thappana transaction aagirukku. cancel panna click pannunga: http://gpay-cancel.site,"gpay security alert
gpay la thappana transaction aagirukku. cancel panna click pannunga: http://gpay-cancel.site",ta,latin,False,True,1,augmented_transliteration,rom_ta_phish_04
lottery prize win,lottery la 5 latcham jeyichurukinga. prize vaanga otp share pannunga.,"lottery prize win
lottery la 5 latcham jeyichurukinga. prize vaanga otp share pannunga.",ta,latin,False,True,1,augmented_transliteration,rom_ta_phish_05
sim deactivate warning,sim card inaiku deactivate aagum. udane kyc update pannunga: http://sim-kyc.online,"sim deactivate warning
sim card inaiku deactivate aagum. udane kyc update pannunga: http://sim-kyc.online",ta,latin,False,True,1,augmented_transliteration,rom_ta_phish_06
salary hold warning,salary hold aagirukku. pan card details submit pannunga: http://salary-login.net,"salary hold warning
salary hold aagirukku. pan card details submit pannunga: http://salary-login.net",ta,latin,False,True,1,augmented_transliteration,rom_ta_phish_07
atm card block alert,atm card block aagirukku. unblock panna click pannunga: http://card-unblock.xyz,"atm card block alert
atm card block aagirukku. unblock panna click pannunga: http://card-unblock.xyz",ta,latin,False,True,1,augmented_transliteration,rom_ta_phish_08
project meeting timing,naalaiku mathiyam 2 maniku meeting irukku. ellarum attend pannunga.,"project meeting timing
naalaiku mathiyam 2 maniku meeting irukku. ellarum attend pannunga.",ta,latin,False,True,0,real_curated,legit_rom_ta_01
monthly report check,monthly report attach panniruken. check pannitu sollunga.,"monthly report check
monthly report attach panniruken. check pannitu sollunga.",ta,latin,False,True,0,real_curated,legit_rom_ta_02
pongal leave notice,pongal leave 3 days irukku. office circular intranet la irukku.,"pongal leave notice
pongal leave 3 days irukku. office circular intranet la irukku.",ta,latin,False,True,0,real_curated,legit_rom_ta_03
medical insurance form,medical insurance form fill panni submit pannunga.,"medical insurance form
medical insurance form fill panni submit pannunga.",ta,latin,False,True,0,real_curated,legit_rom_ta_04
ticket confirm,train ticket confirm aayiduchu. safe journey.,"ticket confirm
train ticket confirm aayiduchu. safe journey.",ta,latin,False,True,0,real_curated,legit_rom_ta_05
internet maintenance,sunday morning internet maintenance nadakkum.,"internet maintenance
sunday morning internet maintenance nadakkum.",ta,latin,False,True,0,real_curated,legit_rom_ta_06
